delta-t in [microseconds]	g_x in [mg]	g_y in [mg]	g_z in [mg]
5356	7	-209	846
5596	-26	661	691
5484	-58	663	779
5656	5	-174	773
5600	83	-480	812
5472	115	-149	898
5528	47	407	801
5296	-61	246	758
5652	-83	-132	703
5492	25	-90	785
5596	125	223	900
5516	89	179	861
5288	-23	-149	778
5672	-70	-223	725
5492	-8	154	762
5604	67	360	849
5636	80	95	860
5580	28	-207	813
5476	-23	-104	746
5668	-13	210	780
5480	19	195	800
5644	53	-64	818
5588	37	-93	813
5416	12	140	781
5292	-7	221	761
5604	-14	9	769
5540	28	-165	794
5652	60	2	849
5520	45	224	811
5640	-4	169	777
5596	-34	-41	769
5440	3	-66	780
5360	64	70	849
5576	79	102	843
5468	21	19	774
5404	-22	2	750
5540	552	806	891
5520	654	398	803
5512	1559	529	-912
5240	-444	319	1646
5412	-170	-1419	181
5436	-254	-241	1071
5252	300	935	654
5344	88	651	1055
5516	-41	-220	701
5672	-117	-537	687
5548	40	84	841
5580	130	466	824
5512	32	28	877
5584	5	-381	724
5596	-12	8	788
5544	32	510	784
5636	35	289	837
5460	20	-333	806
5308	22	-410	808
5644	24	151	818
5464	24	493	790
5292	4	156	782
5588	-6	-246	765
5608	27	-118	800
5472	62	235	848
5288	39	172	824
5640	-9	-150	770
5604	1	-127	751
5600	25	232	814
5464	60	308	826
5636	23	-31	810
5592	6	-261	758
5596	-1	-14	798
5556	36	293	816
5464	38	180	807
5640	17	-112	791
5472	7	-89	799
5364	12	160	796
5460	15	178	794
5296	18	-60	807
5244	11	-132	795
5296	12	88	788
5576	33	254	781
5644	0	107	794
5584	4	-144	764
5600	31	-87	816
5416	55	142	819
5288	27	183	806
5644	1	14	795
5520	1	-54	773
5544	22	65	808
5400	52	146	825
5460	26	28	816
5584	6	-74	778
5532	3	37	792
5352	25	192	794
5472	38	111	806
5288	31	-63	810
5588	5	-67	790
5544	11	83	805
5400	14	162	785
5464	14	53	800
5580	17	-39	791
5592	29	24	788
5584	20	121	814
5636	15	66	800
5580	6	-36	782
5536	24	5	811
5520	38	122	807
5640	34	97	797
5576	6	-7	799
5488	5	-28	793
5536	24	62	798
5400	34	110	811
5468	27	35	791
5576	10	-7	791
5540	11	36	773
5580	17	101	805
5636	37	45	807
5580	22	-17	808
5592	12	22	803
5580	14	105	799
5464	7	99	797
5704	17	6	797
5520	26	-18	800
5596	25	54	799
5576	18	90	796
5584	9	39	776
5524	17	15	782
5580	19	36	810
5580	31	73	819
5576	23	35	802
5584	11	8	807
5520	4	35	780
5524	21	82	794
5584	30	66	819
5576	33	13	809
5584	15	5	807
5516	4	64	798
5352	16	87	799
5584	18	40	804
5576	28	3	819
5528	24	33	793
5576	18	77	793
5580	2	54	772
5528	10	24	788
5576	21	30	797
5580	29	71	824
5580	12	59	797
5580	7	29	801
5524	5	17	794
5532	30	51	783
5404	28	63	794
5576	21	31	803
5580	2	25	787
5528	4	52	802
5528	19	67	795
5576	29	38	800
5576	25	17	798
5584	15	44	819
5576	13	67	797
5584	24	61	787
5576	19	29	806
5580	23	10	803
5576	27	51	802
5584	16	67	801
5576	6	50	784
5524	16	26	792
5580	35	48	823
5576	33	51	796
5584	5	44	793
5528	13	34	791
5580	10	48	799
5576	31	51	807
5580	31	40	818
5580	16	26	788
5576	10	38	798
5584	9	62	787
5524	21	49	797
5584	28	32	819
5572	23	30	796
5584	20	57	797
5576	15	51	791
5584	11	30	777
5576	25	30	820
5576	24	44	793
5584	20	54	796
5576	7	45	801
5528	14	31	790
5576	17	45	790
5584	21	52	810
5572	20	44	802
5584	7	36	784
5524	16	44	777
5576	19	48	806
5584	35	40	804
5576	23	33	807
5580	28	32	790
5576	16	50	775
5584	14	47	792
5576	24	37	813
5584	25	41	816
5576	8	35	811
5524	18	55	784
5580	9	53	797
5524	18	37	801
5584	16	33	792
5576	24	39	816
5584	25	37	793
5576	20	45	782
5576	10	40	804
5580	21	45	800
5576	20	47	797
5584	15	38	797
5576	20	37	792
5584	12	47	795
5576	18	50	800
5584	27	32	797
5576	10	41	796
5576	30	38	820
5408	11	59	797
5404	16	41	786
5576	27	29	809
