delta-t in [microseconds]	g_x in [mg]	g_y in [mg]	g_z in [mg]
5492	650	-1162	607
5584	613	1007	939
5580	528	1016	401
5568	-602	1983	1036
5644	619	1682	594
5580	-306	-648	780
5548	195	-1832	1234
5472	-233	-1234	832
5604	-10	939	1213
5544	11	658	309
5636	211	1882	834
5576	-122	1739	583
5588	90	-1121	794
5532	31	-1693	1300
5588	105	-1789	861
5584	92	578	1150
5528	458	-223	312
5528	53	1885	680
5344	357	1752	936
5576	129	-101	635
5532	-450	-1610	963
5608	-183	-2183	989
5604	222	-340	825
5528	327	716	280
5520	-89	1992	689
5536	-4	1019	885
5308	-4	533	581
5608	841	-1188	937
5584	-496	-1961	1134
5492	6	-946	617
5248	-77	298	552
5308	-536	1785	493
5596	-493	1730	1022
5644	576	1441	662
5568	-245	-1514	872
5440	-361	-1940	1191
5308	290	-1185	776
5588	63	297	1066
5524	461	1010	444
5396	-505	1493	887
5416	198	1508	602
5404	-295	-741	826
5544	-563	-1908	1217
5488	-299	-1672	914
5608	436	505	1132
5568	-167	585	232
5540	533	2183	791
5572	-459	1325	664
5596	529	-219	758
5528	-185	-1636	949
5252	-311	-1599	952
5260	372	-691	954
5360	228	519	226
5516	514	1340	731
5568	-245	1987	1043
5652	254	961	464
5512	122	-1184	964
5592	163	-2050	1361
5640	28	-1217	506
5532	43	204	722
5464	449	1459	437
5396	-428	1524	1030
5480	-92	1454	291
5536	-96	-1248	962
5372	-174	-2180	1281
5492	247	-1440	800
5580	268	636	1281
5580	675	529	372
5688	-50	1345	895
5544	-417	1525	594
5588	554	-814	779
5528	-483	-1684	1311
5492	-138	-1275	871
5256	393	420	1282
5396	498	334	290
5520	-317	1958	622
5592	1253	1339	987
5452	-256	-289	654
5380	-218	-1297	1055
5484	-276	-1778	1042
5656	-307	-449	802
5556	354	531	318
5516	6	2073	604
5644	-323	1513	946
5592	-465	650	502
5536	-109	-1160	908
5604	-158	-2254	1188
5488	-251	-938	663
5548	504	789	470
5344	597	1133	837
5576	438	1368	1086
5628	-1248	1372	501
5468	-196	-1427	938
5612	-21	-2379	1286
5600	173	-1445	595
5592	-80	654	786
5480	-962	1555	290
5596	737	1398	1285
5628	337	1020	353
5576	-228	-1189	859
5604	21	-1818	1319
5408	-51	-1812	880
5380	404	557	1275
5572	497	855	316
5516	-776	1976	779
5592	-100	1290	698
5588	354	-360	772
5536	-170	-1656	1229
5660	-64	-1683	910
5552	181	1030	1212
5452	447	326	262
5340	6	1872	782
5648	771	1752	850
5572	-61	-274	715
5496	-332	-1442	892
5604	-427	-1696	911
5604	-456	-817	1040
5432	-85	112	192
5308	-114	2346	713
5588	-464	1699	984
5596	840	460	628
5516	-71	-1389	974
5552	39	-2358	1205
5236	82	-963	548
5300	-402	386	530
5532	785	1345	578
5404	-23	1784	1042
5592	-375	929	488
5540	-325	-1078	888
5600	-365	-2235	1372
5484	627	-1057	767
5592	-280	595	950
5536	582	538	527
5692	196	1887	1025
5452	-312	1966	437
5596	151	-950	948
5528	-607	-1875	1370
5660	-120	-1674	828
5608	409	212	1113
5572	517	258	324
5520	178	1630	959
5568	138	1688	696
5576	-633	-828	777
5548	-435	-1372	1085
5664	-192	-1487	947
5428	-366	-159	1201
5256	642	834	281
5340	396	1958	702
5576	-501	1408	756
5592	157	-214	646
5532	-239	-1044	1054
5660	-43	-2225	1134
5428	-260	-792	846
5380	361	634	354
5516	716	1579	724
5580	-66	1293	1040
5588	82	603	503
5464	-828	-1443	968
5436	350	-2310	1179
5468	305	-784	460
5528	462	448	692
5348	183	1176	428
5568	-166	1814	1211
5472	126	1964	404
5400	132	-1032	864
5588	26	-1790	1375
5408	-24	-1190	808
5380	612	39	1242
5516	316	607	240
5512	-16	1816	903
5372	-179	1770	571
5588	329	-698	890
5528	-344	-1372	1092
5492	263	-1588	891
5412	557	379	1290
5576	-174	205	108
5532	334	1813	590
5572	617	1610	930
5576	26	-422	655
5472	-60	-1239	1100
5256	-446	-2029	1029
5320	-107	-396	796
5548	58	347	314
5636	76	1566	548
5524	159	1732	1104
5628	16	815	557
5468	2	-1142	777
5304	-33	-2035	1221
5604	629	-1484	728
5588	-442	347	626
5532	-101	1601	611
5596	82	1363	1090
5572	258	1479	365
5576	-230	-1161	954
5604	37	-2235	1334
5584	302	-1013	686
5592	181	469	1013
5572	354	1180	495
5404	-287	1976	992
5416	672	1444	630
5568	213	-1163	880
5420	-457	-1879	1177
5312	-163	-1746	811
5600	450	621	1288
5576	280	614	210
5516	-229	1593	939
5244	369	1482	536
5400	192	-351	797
5528	370	-1363	1109
5468	-364	-1709	985
5256	-397	-73	985
5324	97	83	202
5576	336	2077	772
5576	404	1465	953
5568	60	994	545
5640	318	-1363	969
5588	-252	-2379	1256
5488	315	-776	536
5536	512	528	608
5340	-421	1746	358
5588	-395	1792	1166
5480	85	935	374
5288	-105	-1161	879
5600	-421	-2127	1287
5492	-778	-1264	577
5428	930	279	1034
5400	375	940	349
5348	-589	2410	1174
5644	413	1318	504
5572	-88	-825	926
5496	-397	-1444	1192
5660	24	-1678	867
5532	-3	428	1343
5476	257	613	311
5696	-461	1784	702
5416	368	1474	763
5396	553	-622	768
5536	-316	-1715	1157
5484	-297	-1638	1039
5312	186	-135	1097
5592	655	378	151
5512	1089	2246	914
5280	11	1394	988
5700	375	783	585
5512	211	-1506	941
5592	-58	-1785	1044
5604	363	-592	721
5528	264	516	334
5520	620	1677	752
5572	-456	1441	925
5596	673	1094	515
5568	202	-1768	878
5592	-105	-2333	1287
5484	52	-990	567
5300	-415	498	518
5536	688	1268	414
5400	-236	1477	1194
5468	-626	1371	405
5596	21	-1300	1014
5584	-92	-2094	1258
5608	-159	-1278	691
5600	461	553	1092
5576	266	1031	281
5572	296	1728	1106
5452	-320	1834	587
5596	240	-1140	788
5584	225	-1822	1364
5644	665	-1812	851
5584	-307	487	1233
5416	498	729	394
5348	-423	1516	873
5592	1059	1521	762
5452	236	-695	750
5360	-244	-1240	1164
5488	-186	-1968	1032
5308	-70	-465	1140
5556	-30	307	152
5656	-173	2116	753
5592	-253	1245	795
5592	-81	202	695
5480	-418	-1698	896
5608	-30	-1923	1117
5604	197	-873	892
5536	61	394	328
5636	-197	1961	555
5420	636	1537	1123
5280	-412	185	458
5704	-454	-1229	982
5436	-72	-2053	1324
5604	479	-865	614
5532	238	558	615
5344	391	1442	692
5572	-31	1857	1061
5596	420	1228	456
5572	86	-1251	954
5528	-104	-2468	1290
5492	-430	-1293	543
5256	238	799	936
5340	472	974	446
5520	5	1631	1019
5348	237	1902	564
5572	-25	-1026	868
5552	-511	-1632	1241
5484	-282	-1681	879
5256	296	620	1127
5396	13	203	165
5468	121	2102	679
5568	326	1888	847
5580	-407	-272	780
5544	-176	-1445	1029
5312	75	-1830	960
5536	65	-475	921
5300	-805	245	287
5528	-369	1899	582
5244	67	1262	930
5352	-17	643	523
5480	-59	-1311	858
5372	-696	-2177	1239
5492	-94	-1570	582
5376	679	551	835
5512	-145	735	406
5540	357	1285	1110
5628	41	1469	555
5520	-575	-1410	802
5608	-224	-2089	1248
5484	227	-1496	903
5416	333	654	1024
5572	-193	863	321
5532	-12	1891	947
5544	303	1518	548
5572	569	-780	856
5536	-967	-1802	1364
5656	-316	-1466	876
5436	539	408	1426
5396	-99	695	252
5480	121	2129	774
5580	325	1505	795
5568	100	-395	719
5532	344	-1433	1069
5300	-7	-1567	886
5664	156	594	877
5520	105	221	190
5512	596	1660	622
5400	94	1809	980
5524	-112	521	332
5532	-661	-1336	854
5600	-63	-2220	1285
5612	-113	-601	611
5548	570	994	450
5520	244	1584	584
5572	105	1509	1082
5632	224	620	405
5512	-522	-1501	797
5608	-577	-2107	1186
5488	187	-950	498
5352	245	383	682
5524	200	1522	593
5568	-169	1222	1020
5644	439	1503	465
5580	-143	-959	745
5548	-435	-2040	1344
5488	145	-1428	705
5240	514	463	990
5340	169	882	330
5516	-442	1564	1063
5648	64	1707	410
5520	229	-894	943
5536	42	-1699	1243
5408	61	-1577	814
5532	6	23	1291
5588	283	441	204
5516	-470	2307	763
5596	875	1285	916
5568	-92	-487	678
5500	-354	-1391	1019
5656	-51	-1651	927
5548	291	-202	1286
5588	-549	-164	172
5548	465	2304	744
5576	-427	1357	715
5592	261	210	677
5520	-120	-946	1093
5600	-14	-1769	1024
5608	286	-317	970
5528	-731	234	167
5532	554	2339	765
5580	224	1302	871
5568	147	192	644
5696	-134	-1421	971
5428	-85	-2021	1125
5256	657	-208	669
5360	244	349	545
5512	-33	1828	427
5540	-39	1543	1110
5248	-644	949	298
5364	64	-1233	845
5528	-129	-1877	1543
5664	-55	-1500	607
5548	237	423	1049
5572	-341	1170	330
5592	237	1611	1175
5452	172	1543	471
5580	-336	-789	865
5548	-58	-1841	1317
5252	52	-1733	678
5356	106	-91	1235
5536	407	753	236
5516	111	1576	816
5404	318	2199	624
5572	-309	-741	712
5548	138	-1450	1154
5472	-166	-1668	936
5604	309	-208	1171
5588	204	292	283
5516	146	2486	771
5396	-363	1619	807
5420	509	-140	849
5356	-586	-1289	961
5604	228	-1848	1051
5472	66	-680	711
5644	-151	-275	308
5556	-136	1715	628
5588	67	1593	901
5520	-622	516	531
5540	-105	-1183	733
5256	-129	-2156	1203
5312	50	-1008	529
5532	-40	961	645
5656	-345	1539	388
5596	187	1518	1149
5452	-332	1633	433
5240	-546	-765	975
5376	-367	-2178	1357
5492	152	-1119	746
5236	-123	949	928
5360	491	840	295
5512	-412	2036	968
5596	955	1573	468
5572	-404	-581	651
5552	-130	-1505	1149
5660	-350	-1666	893
5436	593	226	1293
5396	-285	424	186
5532	-752	2085	883
5596	-28	1378	815
5536	-164	-285	713
5548	-692	-1770	1122
5664	-101	-1867	873
5428	316	84	1112
5348	-198	638	64
5480	77	1719	522
5344	94	1328	1014
5580	277	551	483
5512	-329	-1068	800
5604	64	-1996	1098
5588	-369	-969	647
5548	-94	364	397
5660	484	1997	585
5572	-172	1269	1112
5480	78	1030	418
5516	-426	-1412	935
5256	-75	-2057	1341
5432	54	-1186	434
5532	473	641	809
5512	-289	1376	453
5596	171	1794	1106
5624	-252	1149	339
5596	348	-1345	1005
5468	-110	-1764	1237
5664	-107	-1893	674
5428	877	430	964
5344	-127	871	443
5532	-22	1411	994
5544	-338	1463	463
5240	22	-1262	881
5352	-247	-1871	1414
5492	262	-1665	807
5412	147	313	1286
5568	481	221	128
5524	-597	2369	707
5588	882	1215	886
5576	-489	-247	587
5548	-333	-1554	1047
5484	16	-1850	949
5360	463	452	1138
5572	287	295	176
5516	39	1839	642
5524	187	1717	973
5392	-328	209	521
5536	-82	-983	1053
5552	-419	-2208	1144
5484	385	-800	677
5364	111	104	346
5512	172	1510	594
5572	70	1145	1112
5580	18	904	467
5640	-721	-1480	844
5608	-172	-2114	1357
5484	39	-1037	459
5536	695	618	703
5340	169	1344	557
