delta-t in [microseconds]	g_x in [mg]	g_y in [mg]	g_z in [mg]
5648	-280	721	1385
5416	-562	-320	244
5372	-432	-2665	1764
5492	-49	-32	702
5608	510	470	-584
5532	104	1439	1449
5628	-725	1076	1016
5652	-267	-402	178
5544	-111	-2506	1822
5492	-15	553	680
5656	-686	844	-1344
5428	1018	579	2140
5284	81	1530	556
5348	-1161	-711	153
5600	381	-2157	1914
5476	88	232	660
5636	202	839	-1375
5588	-3	302	1987
5476	109	579	777
5344	-283	-657	196
5544	-545	-2307	1882
5492	42	606	650
5288	908	1073	-1367
5292	-17	1326	1952
5600	26	1261	754
5520	200	-703	33
5296	-279	-2575	1993
5664	4	702	528
5584	-818	1110	-1508
5492	106	629	2194
5572	-11	959	633
5484	569	-1469	272
5416	-428	-2288	1952
5484	-1	1053	662
5660	884	930	-1322
5584	-230	477	2239
5416	90	762	457
5292	211	-1327	467
5588	-540	-2697	1938
5660	-218	633	955
5540	-247	940	-1434
5604	-393	791	2087
5592	329	519	623
5516	28	-1483	449
5536	-665	-2232	1914
5660	144	809	1601
5576	298	1371	-1542
5464	-296	639	2474
5592	512	666	566
5520	-155	-1524	708
5256	-423	-1441	1780
5312	619	1172	1684
5632	255	1506	-1495
5468	82	786	2460
5344	702	1018	461
5580	-657	-1882	743
5600	2	-1706	1903
5532	1266	1304	1747
5516	-91	1165	-1505
5608	86	1261	2416
5576	290	986	557
5516	311	-1782	943
5412	-89	-1225	1708
5436	654	1256	1613
5628	1003	1208	-1080
5528	-62	953	2345
5536	-98	31	491
5424	-30	-2277	946
5552	141	-1366	1730
5464	631	772	1531
5580	-38	1392	-1031
5608	-423	750	2329
5588	43	735	307
5468	-445	-2790	1156
5312	270	-1308	1576
5640	610	1574	1047
5460	319	1482	-572
5412	26	929	2281
5520	-817	-215	294
5552	142	-2524	1061
5640	107	-1164	1566
5476	355	1455	727
5568	84	1599	-408
5540	-552	1052	1850
5296	485	189	362
5688	-123	-2435	1251
5492	99	-660	1503
5528	472	1089	533
5576	-75	1758	-91
5668	-155	1260	1852
5472	82	310	231
5644	-258	-2265	1385
5484	-383	-541	1247
5256	60	1205	-196
5364	-554	1594	233
5592	-210	807	1958
5596	12	51	258
5576	-136	-2837	1519
5484	-274	-490	1245
5608	-689	1377	-16
5548	186	1581	731
5576	-699	1338	1431
5648	338	-334	210
5532	-672	-2873	1572
5488	-142	-549	1012
5600	1039	355	-655
5592	-253	1499	1311
5644	386	1640	1224
5460	1227	-775	237
5580	-451	-2791	1659
5668	306	65	583
5456	444	1046	-1022
5648	-221	932	1590
5588	-232	915	794
5532	476	-531	288
5536	-615	-2621	1813
5660	-287	11	575
5484	898	1458	-1415
5640	949	988	1999
5576	-458	1455	786
5588	354	-1082	140
5592	296	-1947	1990
5468	249	533	994
5512	1262	805	-1314
5300	-443	1328	2226
5644	549	680	611
5516	149	-1035	298
5588	-284	-2403	1952
5660	84	1283	1112
5580	173	1408	-1522
5468	-634	1156	2176
5652	41	772	530
5464	-428	-1261	428
5256	102	-2055	2031
5292	290	640	1150
5576	-340	972	-1549
5604	-474	1008	2238
5652	-269	375	561
5528	-233	-1433	244
5612	-110	-2264	2047
5484	218	1055	1477
5632	-112	1688	-1496
5484	228	1087	2278
5624	580	847	554
5520	429	-1645	636
5588	-896	-2031	1890
5664	531	1456	1680
5452	-498	1481	-1428
