delta-t in [microseconds]	g_x in [mg]	g_y in [mg]	g_z in [mg]
5580	8	27	798
5528	16	27	795
5580	15	23	787
5576	14	20	789
5584	12	34	797
5576	14	19	777
5576	19	20	802
5408	14	21	801
5404	25	17	786
5576	11	21	812
5580	15	23	781
5400	6	21	797
5352	15	32	796
5584	17	20	790
5576	15	26	787
5580	11	27	806
5576	6	30	783
5532	3	28	785
5528	7	30	784
5524	12	34	793
5584	11	34	789
5576	16	32	790
5580	19	16	775
5576	11	34	813
5584	14	30	798
5576	12	34	792
5584	16	26	789
5576	15	20	788
5576	10	26	796
5584	15	30	809
5576	16	27	787
5408	9	24	788
5352	20	18	789
5576	12	19	790
5584	13	21	783
5576	7	22	807
5528	7	30	805
5524	21	21	795
5576	16	22	787
5584	21	23	797
5576	10	33	798
5584	3	22	774
5524	7	26	805
5532	15	25	816
5572	21	27	790
5576	16	29	798
5584	8	20	794
5524	25	29	791
5584	18	36	783
5576	18	24	794
5584	15	23	796
5576	11	22	792
5580	9	32	791
5524	5	28	791
5528	21	28	782
5408	24	26	804
5400	13	26	795
5400	11	21	790
5584	2	30	795
5524	5	31	788
5524	13	36	801
5580	15	24	798
5580	11	13	792
5580	17	28	768
5576	16	26	791
5584	15	34	797
5572	7	11	785
5528	11	23	801
5580	8	33	795
5524	10	28	789
5584	5	29	800
5524	17	21	782
5580	16	25	790
5580	9	31	809
5524	10	25	797
5580	6	37	794
5524	11	35	793
5412	10	35	796
5400	12	28	784
5404	10	22	790
5584	-209	193	749
5532	-752	-598	1512
5604	356	-483	712
5532	104	147	948
5516	221	469	574
5520	-82	1	938
5364	-14	-253	630
5492	-119	-163	894
5552	59	38	694
5576	35	295	915
5644	51	135	734
5460	-4	-122	794
5260	-8	-201	793
5256	9	42	780
5352	17	213	807
5468	38	178	786
5284	29	-44	793
5592	-5	-168	813
5616	17	-10	772
5588	6	214	812
5592	10	162	784
5464	11	-50	794
5596	7	-161	819
5592	20	4	788
5524	17	203	801
5640	1	153	793
5412	4	-44	782
5368	7	-123	793
5592	14	-12	814
5592	25	142	789
5468	6	140	800
5584	8	-21	783
5544	4	-98	806
5532	15	4	801
5348	16	117	776
5468	20	101	780
5288	7	-18	781
5532	9	-73	792
5364	-399	-419	1590
5608	491	-16	20
5416	-20	212	1071
5364	247	213	462
5520	-306	339	1215
5588	4	-231	567
5604	-85	-140	857
5488	29	47	719
5584	42	292	871
5636	40	126	787
5464	2	-61	804
5540	-17	-163	782
5316	1	26	794
5524	24	208	775
5296	29	162	813
5636	19	-31	816
5596	2	-154	791
5420	8	-8	792
5308	21	184	812
5640	19	160	822
5460	4	-50	777
5364	0	-134	790
5600	16	-10	774
5416	35	177	795
5288	13	137	814
5644	6	-21	773
5532	-4	-115	799
5604	6	-7	809
5484	17	140	808
5636	14	142	799
5468	5	-15	783
5364	4	-89	781
5532	11	1	794
5528	18	123	812
5636	10	102	782
5464	12	-13	793
5420	17	-66	796
5420	20	10	819
5400	5	132	797
5420	3	98	791
5348	6	-23	776
5536	9	-64	789
5540	15	16	797
5580	-684	-424	1374
5608	221	-767	295
5528	139	68	931
5632	464	145	670
5520	-53	168	1054
5536	-50	-100	649
5672	-26	-135	813
5488	-2	-15	769
5556	40	219	809
5636	16	129	812
5464	22	-47	769
5596	-21	-119	824
5664	2	-1	792
5484	16	129	779
5636	17	126	810
5468	29	-11	770
5588	8	-83	807
5540	15	13	790
5576	17	146	764
5636	7	114	799
5592	8	-18	788
5536	17	-97	804
5596	29	29	799
5576	16	158	803
5468	-2	102	772
5596	1	-46	776
5536	2	-70	790
5540	32	20	814
5228	27	135	812
5288	8	86	786
5348	2	-12	777
5540	13	-52	796
5592	16	32	804
5584	18	104	788
5460	30	59	784
5580	8	-18	787
5540	7	-34	814
5360	13	47	787
5584	13	117	799
5460	11	45	795
5576	12	-33	788
5600	20	-33	789
5588	10	52	798
5584	11	115	794
5464	15	51	791
5400	15	-25	785
5424	14	-15	805
5244	11	43	803
5400	18	92	789
5576	-1	58	790
5552	4	-6	790
5480	16	-11	803
5592	16	55	803
5576	14	82	789
5584	12	17	799
5576	11	-11	799
5592	16	9	792
5524	12	64	813
5576	10	63	792
5584	6	17	795
5524	17	-18	800
5596	7	14	793
5528	9	55	782
5524	15	46	784
5580	17	19	804
5576	18	9	788
5528	9	15	777
5352	5	49	802
5524	15	36	796
5584	12	15	783
5572	17	6	788
5528	16	37	793
5572	9	55	783
5528	1	30	785
5356	13	2	786
5520	9	13	787
5532	19	48	783
5576	11	54	788
5576	12	23	780
5584	9	6	771
5644	16	23	810
5580	25	35	779
5576	23	28	789
5408	15	12	799
5404	10	28	783
5576	11	34	789
5408	16	35	790
5404	5	18	778
5524	15	13	809
5580	12	17	788
5576	11	36	789
5584	12	32	790
5576	16	18	813
5404	11	10	803
5408	6	19	794
5524	22	39	799
5576	10	33	794
5584	17	12	785
5576	9	19	794
5532	15	37	790
5576	9	36	785
5532	5	26	780
5524	5	17	808
5524	5	30	788
5356	7	41	798
5528	9	35	803
5524	13	24	788
5408	13	17	792
5400	19	22	783
5404	14	38	783
5580	1	44	785
5524	12	15	789
5576	18	5	802
5528	12	25	792
5576	8	35	789
5532	12	20	771
5576	10	16	806
5580	15	5	801
5524	14	33	776
5576	6	36	788
5532	8	30	792
5348	12	23	790
5584	16	26	809
5576	16	23	792
5576	15	35	782
5584	15	26	811
5576	8	18	797
5532	14	24	796
5576	8	44	786
5532	17	34	796
5576	15	20	814
5576	19	21	800
5580	5	27	792
5528	22	34	790
5580	1	27	801
5524	10	18	791
5584	7	14	787
5524	8	30	790
5524	18	26	786
5412	11	21	796
5400	9	22	787
5352	17	17	802
5580	6	36	797
5528	6	23	786
5524	13	21	791
5580	15	19	787
5576	16	21	780
5584	8	27	794
5524	18	23	796
5232	12	24	782
5408	16	24	788
5576	9	33	790
5524	14	32	790
5584	13	25	777
5576	9	25	788
5532	10	24	797
5576	19	29	802
5580	11	38	791
5580	11	30	791
5404	14	18	790
5408	11	28	800
5576	8	35	796
5524	6	31	795
5532	11	24	812
5576	12	24	804
5580	4	27	799
5528	27	27	790
5580	10	27	793
5576	21	17	795
5580	8	17	798
5528	12	25	792
5576	7	31	788
5532	14	25	775
5576	491	-19	1150
5536	1145	1608	2
5340	832	-389	2431
5584	468	-1206	382
5592	317	-300	939
5528	-298	30	1088
5540	-378	860	-357
5544	-283	374	1277
5592	474	-259	666
5532	349	-747	1148
5588	50	40	894
5580	-219	547	360
5532	-276	243	962
5540	152	-152	556
5356	151	-167	1161
5580	121	68	781
