delta-t in [microseconds]	g_x in [mg]	g_y in [mg]	g_z in [mg]
5524	628	-1741	-3
5668	41	218	-1306
5532	-1439	446	2768
5476	1514	2247	-2449
5348	606	-2109	-148
5600	-212	-8	-3091
5512	-838	1171	2123
5648	94	529	-1001
5536	-374	-2063	-1538
5500	-1246	-1621	-2034
5380	-151	-993	2287
5612	1363	-338	2092
5464	-429	329	-4224
5604	1599	-1381	1003
5528	-1142	-1516	316
5660	1605	669	2161
5460	588	2879	-3478
5292	1145	-1823	-466
5656	693	14	-447
5476	-426	-114	1510
5256	851	3633	-1465
5292	-459	-3382	728
5604	547	277	-2643
5592	-78	36	1511
5652	-711	350	-1294
5436	1138	-600	-2429
5304	-537	-1440	-2370
5680	-133	-631	475
5548	774	-243	1642
5584	1071	194	-4105
5472	807	-656	-800
5544	-789	-1172	-521
5272	661	1004	533
5400	432	1296	-1769
5468	1270	-1788	643
5640	1269	-380	-1123
5484	2325	726	1916
5280	-1156	1271	258
5648	685	-829	-2377
5604	2190	-536	-2180
5480	889	1097	2013
5632	-939	163	2292
5592	592	1079	-4154
5472	289	-1158	1237
5296	-2150	-2205	413
5660	-130	-587	864
5552	-155	1783	-3491
5484	-812	-2356	833
5256	-520	-1703	-1989
5324	-265	-1136	1713
5668	235	2539	-708
5408	911	-1071	-1009
5308	-1077	892	-2885
5668	-275	-674	2057
5600	-672	2128	1413
5476	177	761	-3075
5588	209	209	-1031
5588	216	-620	671
5532	-2908	183	767
5592	531	1139	-3335
5644	1695	-2787	238
5468	-956	-2603	-626
5276	1318	1610	1535
5680	439	3099	-2927
5468	295	-2878	1135
5648	-1248	-934	-1238
5500	-814	433	2434
5596	-769	3035	-611
5604	506	-1185	-1135
5660	2139	-22	-1856
5424	-355	-294	2002
5256	1119	651	277
5400	432	862	-3501
5592	242	1094	-1012
5464	-534	-2069	673
5612	-748	741	327
5532	3230	2527	-4326
5528	-116	-1416	-628
5272	-1526	-693	-2180
5324	-1349	-470	1312
5660	-827	3932	-1140
5492	1552	-2651	456
5640	98	-53	-3332
5492	-465	90	1246
5532	466	-619	-2700
5428	968	-104	-2618
5428	34	906	-1901
5360	-936	-1013	905
5604	-854	393	802
5540	-68	1551	-4167
5604	499	-1034	-566
5432	-683	-988	-621
5388	-722	880	2594
5588	578	3446	-1875
5476	1489	-1012	-196
5656	1090	477	-2239
5468	-1938	1322	2274
5356	655	1907	-492
5584	77	-1001	-653
5552	-1182	149	-982
5600	-307	-44	2408
5548	255	1332	734
5576	540	-135	-3511
5600	3060	-1026	-1121
5544	-185	-1878	920
5600	694	-859	224
5536	1690	2633	-4301
5520	212	-1711	718
5412	-1823	-2472	-377
5508	-1167	-245	1817
5484	1123	2249	-1402
5348	-111	-1409	-214
5624	422	572	-3832
5584	-419	400	1879
5420	156	2597	-1255
5296	162	-1092	-2151
5304	1504	381	-2905
5644	-2027	-902	785
5608	1198	135	2172
5452	718	2095	-3981
5648	475	-1126	154
5584	-551	-2157	-247
5444	-418	1075	1118
5304	1356	2669	-3369
5696	1305	-1503	948
5472	711	-1289	-1053
5652	860	859	2694
5580	-1026	1981	-891
5484	-774	-2478	-1907
5676	168	-1157	-3470
5488	-128	-1015	1537
5656	543	1601	607
5576	185	-321	-1949
5428	441	1006	-1780
5292	-1206	-113	1804
5312	-202	2525	382
5592	620	1878	-4233
5644	2513	-1425	-645
5488	-641	-1930	-536
5612	-1025	-1492	1642
5548	1274	3799	-1349
5524	298	-1416	-57
5544	-490	-504	-2149
5276	-892	-1095	2490
5312	173	2174	-2101
5640	-400	-1152	-870
5448	2009	2442	-3458
5348	-1301	-649	1684
5660	-2248	192	2448
5476	1887	596	-4380
5640	-1905	-552	1740
5492	-1452	-1719	-402
5672	1600	1383	583
5452	1288	1970	-3235
5704	426	-1263	2403
5468	-1257	-793	-1229
5680	-164	176	315
5532	1058	3366	-1305
5528	454	-2363	-220
5600	-218	-545	-3095
5624	96	1842	1965
5572	432	-263	357
5536	1250	-1329	-675
5480	1266	-1413	-2383
5364	-1334	1213	2256
5536	181	829	2174
5568	-175	1	-4148
5664	1151	633	162
5580	290	-656	347
5528	-1473	3751	888
5476	1045	2801	-3490
5352	949	-2203	615
5584	-722	289	-1741
5612	-742	932	1439
5588	634	2824	-2389
5476	994	-2194	-170
5596	320	-285	-1918
5608	787	-229	2123
5584	28	1698	436
5516	-193	-873	-1910
5628	-319	-863	-2426
5616	6	-66	2642
5424	-433	1242	2065
5296	1144	-230	-3731
5656	-1122	-234	-688
5620	-453	-832	482
5548	-499	1599	1421
5476	1487	1109	-3517
5696	-675	-1805	-292
5452	721	-852	-2005
5596	-998	-586	870
5548	-205	2362	-523
5612	-340	-1332	-151
5616	554	200	-1889
5588	584	-486	2157
5588	-360	1008	-286
5608	321	-1458	-342
5420	-1445	1769	-2884
5368	-96	645	2220
5540	-1686	153	-50
5548	-66	537	-3922
5560	3465	-1206	-548
5652	-79	-1865	282
5552	1234	84	454
5516	860	1137	-4510
5644	1722	-1170	-695
5484	-1045	-337	-1423
5324	-824	1840	1817
5644	526	2150	-1872
5476	794	-2158	-244
5600	-121	15	-1686
5552	-485	767	2267
5588	403	3082	-937
5592	-506	-434	-1582
5620	-139	834	-2791
5608	-1185	-289	2334
5484	1084	2499	1549
5508	103	724	-3423
5420	3011	-250	-1080
5480	-822	-2048	190
5604	-130	-608	420
5552	-179	3090	-4594
5660	429	-1342	557
5416	-833	-634	-1292
5272	-2262	55	1727
5412	1056	1553	-835
5468	-821	-1830	-438
5624	-680	-1250	-2615
5500	128	1358	2051
5280	2076	-1043	-1261
5540	624	-98	-1932
5368	1392	-225	-1579
5484	-447	-419	1170
5260	-520	1120	1111
5300	-1086	1538	-4259
5540	1920	-2070	242
5292	-611	-1521	-1418
5680	139	-1240	1693
5468	979	3349	-600
5588	77	-1399	762
5532	-1827	-99	-2991
5268	-939	316	2208
5424	1062	377	-1074
5468	-272	-1099	-2943
