delta-t in [microseconds]	g_x in [mg]	g_y in [mg]	g_z in [mg]
5472	19	181	786
5288	-66	260	755
5660	0	35	782
5524	-11	-219	814
5496	-6	-66	737
5376	4	-4	860
5480	21	121	791
5288	39	250	857
5644	31	45	771
5576	41	-136	842
5476	40	-56	805
5588	31	75	800
5584	3	112	808
5584	39	31	778
5576	69	-24	783
5600	0	17	825
5524	8	38	774
5528	-2	32	774
5540	12	-92	821
5244	-35	-27	747
5260	21	93	798
5408	12	163	854
5464	2	115	784
5584	85	-51	812
5596	19	-175	864
5648	8	50	698
5528	25	146	890
5464	117	110	761
5340	-1	62	822
5548	68	-112	876
5648	-1	-70	799
5552	-12	141	740
5484	-25	-61	818
5612	-54	106	814
5656	-61	54	728
5420	-12	-1	792
5384	-8	-68	811
5552	9	72	801
5524	-10	95	803
5600	50	59	790
5576	70	3	811
5528	103	34	853
5632	20	-64	848
5592	10	77	724
5404	18	85	841
5400	18	23	741
5580	-58	134	782
5484	15	-41	897
5596	-14	-109	688
5492	-32	-99	854
5260	-44	35	690
5420	-10	41	790
5428	-11	160	779
5308	56	113	788
5636	7	-37	763
5540	13	-95	784
5588	81	-9	836
5540	22	110	824
5636	10	56	868
5404	84	-99	726
5424	-47	54	827
5420	0	124	701
5412	76	146	825
5468	14	-99	875
5592	-26	-206	771
5488	-47	83	758
5256	2	107	760
5412	42	120	770
5460	-6	132	833
5600	41	-86	818
5592	-26	-81	799
5616	29	64	801
5576	-1	-83	846
5548	-24	178	774
5488	70	100	812
5636	65	98	819
5580	103	-95	828
5472	44	-113	836
5300	79	-57	799
5596	48	72	882
5576	45	70	717
5584	-4	132	807
5592	-10	31	838
5604	19	-80	736
5416	-40	-157	877
5316	-43	92	704
5600	19	220	854
5636	-7	77	780
5540	4	-73	767
5540	57	-64	857
5592	-14	37	808
5600	25	124	763
5460	18	3	838
5528	-38	6	729
5364	14	-14	835
5588	14	85	830
5584	26	119	748
5464	24	-14	873
5588	-1	-15	825
5556	-18	-47	788
5608	-11	1	796
5544	20	61	766
5576	-31	21	859
5604	-8	18	759
5536	6	-20	786
5540	31	27	831
5576	3	54	782
5528	-37	101	813
5312	-12	15	764
5592	12	-178	801
5652	22	78	818
5576	5	170	792
5412	-32	170	766
5308	67	-151	794
5652	4	-206	843
5596	20	-45	796
5424	37	224	774
5288	22	254	902
5636	-24	-7	750
5560	-42	-135	727
5488	-54	-113	834
5320	27	26	754
5580	20	238	829
5636	18	116	857
5468	-32	20	764
5592	32	-110	858
5652	80	-58	826
5416	65	13	786
5404	26	38	902
5580	11	140	702
5464	12	-53	854
5588	-22	-121	794
5500	-18	4	790
5364	-10	110	808
5480	-17	36	768
5600	1	48	778
5524	23	97	811
5408	60	6	836
5524	18	-25	820
5588	8	-99	813
5540	16	40	765
5576	76	147	822
5472	65	186	823
5288	-39	29	731
5592	23	-217	906
5652	-7	-8	811
5496	-3	86	732
5544	-17	180	869
5652	-5	37	778
5540	-35	-101	794
5500	31	-3	837
5532	-23	25	784
5428	39	94	829
5576	16	-31	776
5416	29	-92	816
5244	9	-48	821
5368	51	244	780
5460	51	139	824
5288	42	42	804
5228	-18	-259	738
5316	-186	-225	815
5552	29	293	704
5636	-56	280	794
5488	-59	-42	787
5260	27	-181	812
5300	-49	-128	816
5668	44	61	914
5580	78	241	729
5460	-17	77	829
5600	21	-21	822
5592	110	-64	789
5480	-49	-98	791
5260	-38	147	841
5308	14	98	735
5576	44	25	864
5584	-17	-144	832
5488	25	-32	762
5244	4	102	778
5416	57	117	778
5464	23	-44	759
5588	44	57	868
5580	-35	78	720
5596	-76	31	777
5604	35	-28	824
5588	40	-53	776
5424	15	71	761
5400	58	162	865
5464	30	89	695
5580	5	-133	868
5596	-4	6	788
5480	30	-51	768
5424	-20	107	821
5480	-45	78	776
5600	-81	7	721
5540	-58	-32	810
5608	-41	4	781
5544	36	4	814
5520	-39	132	783
5664	-38	59	779
5592	-5	-1	815
5500	-48	60	744
5592	-20	-42	834
5616	-46	-116	832
5492	116	39	761
5632	62	204	839
5468	-5	-48	793
5548	-6	-74	746
5376	-6	-42	792
5560	-15	65	815
5596	-86	2	744
5544	1	188	844
5584	11	-4	776
5540	10	26	830
5576	-13	-20	818
5616	72	41	774
5404	17	-70	789
5416	-8	68	815
5544	-43	-22	810
5436	-37	65	776
5420	-73	-82	793
5436	-22	33	739
5604	-21	95	791
5592	-22	84	828
5600	-22	-84	767
5608	87	-77	852
5424	5	21	792
5352	9	151	785
5584	7	142	835
5592	25	8	779
5524	2	-187	799
5600	-18	10	847
5592	3	21	775
5528	-24	134	809
5484	26	16	751
5404	0	4	834
5464	-3	-57	789
5560	-33	20	809
5592	27	88	732
5584	36	110	819
