delta-t in [microseconds]	g_x in [mg]	g_y in [mg]	g_z in [mg]
5524	6	25	790
5528	4	17	806
5352	3	35	793
5524	8	23	799
5532	8	24	798
5524	4	23	802
5352	2	20	794
5532	12	28	800
5576	4	28	801
5528	9	23	797
5352	7	17	797
5528	0	22	796
5528	9	22	786
5524	8	21	807
5352	5	26	794
5532	4	22	803
5524	13	30	785
5404	9	23	796
5532	2	22	819
5524	7	32	795
5524	5	26	800
5528	1	23	777
5352	8	30	789
5532	6	27	791
5524	-1	23	793
5364	7	23	819
5532	11	21	787
5576	9	20	824
5524	5	27	805
5532	14	25	780
5228	13	17	793
5404	8	26	797
5528	12	19	800
5576	12	22	796
5576	16	13	796
5584	3	18	807
5524	3	23	816
5532	3	22	780
5524	8	16	790
5352	4	17	809
5528	11	27	792
5576	8	17	800
5532	10	23	801
5576	6	20	791
5524	4	25	809
5704	12	19	786
5404	11	24	784
5408	12	22	770
5576	4	25	807
5524	13	23	794
5584	15	25	793
5576	8	16	818
5528	1	18	798
5524	0	20	798
5528	7	20	792
5528	4	25	799
5352	2	25	797
5532	3	19	814
5524	7	24	818
5352	7	28	819
5532	3	23	793
5520	7	12	798
5528	1	22	797
5356	4	31	792
5528	6	23	796
5524	13	29	799
5408	14	25	813
5404	9	15	800
5348	2	24	793
5532	2	21	810
5524	9	22	792
5348	10	20	792
5584	2	20	801
5524	9	18	809
5524	6	22	809
5532	9	30	803
5348	6	27	790
5524	5	21	801
5528	6	12	792
5352	5	25	793
5528	7	19	789
5528	2	26	805
5524	8	26	801
5352	-1	21	791
5548	11	18	814
5576	4	25	796
5532	11	32	798
5580	7	27	785
5528	5	24	794
5700	6	29	800
5532	3	25	798
5520	6	21	793
5528	4	27	809
5528	8	27	796
5352	7	28	790
5524	4	28	787
5532	3	16	794
5348	10	19	794
5576	7	30	788
5532	6	21	801
5524	5	22	805
5532	9	26	793
5348	4	23	779
5524	0	22	803
5532	10	27	796
5576	1	20	810
5524	4	15	806
5356	11	21	790
5576	17	14	795
5584	8	16	803
5524	4	29	782
5524	9	26	778
5532	7	24	793
5352	3	22	810
5524	4	18	802
5532	11	19	806
5576	7	15	798
5528	3	23	787
5352	4	28	777
5528	7	31	781
5528	9	29	777
5696	12	25	798
5412	15	25	793
5400	2	26	793
