delta-t in [microseconds]	g_x in [mg]	g_y in [mg]	g_z in [mg]
5476	-825	1585	-2056
5664	725	903	-2479
5588	557	213	1698
5396	49	-3019	1214
5420	-522	-2302	2317
5484	-681	1595	276
5592	2561	3091	-2045
5528	-164	1188	-359
5600	-737	-477	-444
5568	-1088	-3823	4187
5544	570	948	1165
5576	-221	2277	-973
5604	406	2343	-1933
5644	-298	614	1279
5416	-101	-3590	2956
5316	-111	-1805	2152
5664	366	1410	-1042
5468	1711	3403	-2562
5520	305	695	1104
5404	-1570	-2077	-417
5500	-621	-3576	3896
5488	-567	634	1762
5420	500	2380	-534
5412	68	2454	-1825
5412	157	575	1040
5576	436	-3400	2941
5468	1330	-2157	2260
5524	-343	1399	-1427
5316	-18	1844	-2708
5608	504	402	1124
5568	1039	-1038	-547
5488	-373	-3403	3641
5312	-643	-432	390
5548	70	2736	-1729
5592	-930	951	-1451
5604	1165	894	791
5576	-624	-3932	3986
5488	525	69	1821
5696	-251	868	-1921
5428	973	3426	-2434
5292	598	-160	1904
5592	-46	-1982	32
5492	-939	-2753	2726
5312	-146	662	321
5536	124	2991	-1888
5296	218	1538	-895
5584	20	918	120
5644	-661	-3111	4141
5484	-454	-1133	1782
5668	1077	1827	-2161
5520	802	3017	-2387
5468	-618	-361	1863
5264	616	-2236	1044
5292	-487	-2925	2579
5660	-784	-207	1438
5608	625	2750	-1890
5468	691	1916	-700
5592	-22	-132	-251
5504	828	-3555	4454
5296	-306	-1074	1222
5664	559	1629	-1077
5468	141	3338	-2307
5640	-435	608	1450
5596	-325	-2915	1581
5488	-1159	-2360	2132
5548	-619	830	-275
5548	315	3099	-2573
5292	732	804	590
5696	-139	-1016	-548
5444	-1245	-3696	3993
5548	-1078	774	1337
5296	1384	2364	-1361
5520	1094	2894	-2008
5352	416	-50	1326
5532	-287	-3678	2433
5660	-497	-1145	2042
5492	95	1203	-847
5532	14	1591	-1577
5596	1028	364	1037
5628	-783	-1752	-390
5616	189	-3691	3693
5476	1382	321	492
5568	763	2691	-2068
5648	407	1929	-1263
5468	-184	129	614
5536	-312	-3315	4122
5312	379	-128	1626
5584	-527	1398	-2073
5668	1745	3290	-2440
5520	959	406	1714
5580	-544	-1483	460
5604	146	-1167	2580
5464	1673	1266	-564
5648	450	2733	-2133
5468	721	1194	-297
5588	-721	-90	-396
5680	-439	-3452	4222
5492	-677	-732	1230
5604	168	2015	-1880
5468	139	2423	-1971
5300	-395	673	1103
5588	27	-3250	2244
5584	-303	-2358	2208
5492	-1064	1316	-728
5312	-57	3206	-2508
5612	815	581	561
5516	145	222	-696
5528	-356	-3516	4090
5312	-759	459	651
5540	719	2367	-2108
5296	212	2557	-1914
5648	30	348	1315
5516	79	-3420	2695
5584	-756	-1772	2200
5492	-2142	1145	-1258
5368	971	2141	-2498
5468	535	434	950
5696	-354	-461	-479
5560	-704	-3351	3711
5492	1097	1472	1275
5512	455	2659	-2018
5292	133	1663	-1389
5644	405	405	644
5516	190	-3674	3884
5644	-983	-467	1850
5604	2221	1040	-1927
5528	578	3462	-2512
5468	1071	-436	1896
5292	-1587	-2842	410
5668	-344	-3033	2929
5484	-1327	-777	-611
5616	56	2534	-1930
5596	3	1357	-710
5484	-553	-905	-246
5568	245	-3645	4546
5636	541	-1209	1430
5476	410	1945	-546
5236	894	2737	-2180
5296	704	479	1849
5568	587	-2452	856
5592	-694	-1432	2416
5660	-905	429	128
5540	196	2686	-2304
5464	386	856	-68
5300	-680	128	-612
5552	-585	-2899	4358
5660	474	-1193	1115
5468	-387	2252	-713
5264	620	3243	-2113
5292	1033	447	1620
5628	-488	-3257	1436
5488	-734	-2240	2215
5660	-39	744	-126
5504	280	2956	-2509
5640	556	389	478
5516	399	-908	-636
5548	-268	-3070	3803
5660	-856	148	1466
5596	244	2579	-1618
5464	528	2364	-1597
5648	11	974	638
5464	-184	-3577	3921
5664	236	-389	2000
5584	286	1633	-1973
5468	-67	3384	-2616
5612	-393	-50	1598
5548	1204	-2217	313
5644	-417	-2646	2729
5484	1206	1307	1249
5688	986	2217	-1761
5468	-64	962	-590
5496	-901	-31	-200
5336	385	-2667	4404
5644	-442	468	1178
5592	-983	1578	-2368
5488	-289	3179	-2180
5488	140	366	1379
5400	718	-3209	1851
5468	-865	-2752	2237
5660	-464	1629	916
5596	1620	3257	-2352
5524	103	737	135
5520	-793	-499	-810
5560	-124	-3430	4009
5668	-715	335	1379
