delta-t in [microseconds]	g_x in [mg]	g_y in [mg]	g_z in [mg]
5584	328	-131	783
5528	-46	133	805
5484	-13	-197	832
5316	-203	-209	698
5552	82	-118	783
5648	51	-344	883
5476	-227	55	772
5304	-50	437	673
5656	-132	249	891
5536	-130	245	785
5532	93	110	709
5644	-234	186	796
5532	306	189	841
5520	277	73	761
5632	257	-162	808
5528	-9	236	938
5608	63	176	733
5464	142	-202	862
5352	-362	-269	833
5552	-23	-218	758
5492	36	-431	750
5300	152	-367	919
5536	71	4	800
5344	-148	293	810
5532	-113	621	777
5540	-69	190	802
5656	111	-161	906
5532	268	23	887
5632	-35	57	925
5428	152	76	640
5284	-22	16	882
5244	124	-214	815
5352	9	276	919
5592	-307	-418	700
5548	16	-289	738
5472	-7	-407	868
5260	-227	-300	798
5380	192	7	832
5576	-135	270	710
5540	84	261	926
5636	-208	314	641
5536	-244	172	810
5532	219	108	855
5516	-193	127	845
5540	75	199	735
5288	58	-130	778
5300	456	188	1031
5568	23	-112	681
5652	-330	-67	757
5492	161	-176	809
5528	21	-375	673
5648	141	-170	768
5536	99	-336	944
5644	-208	117	618
5540	-333	620	659
5532	-228	511	804
5532	112	66	820
5640	336	91	823
5632	5	97	850
5528	52	83	937
5576	379	-139	691
5536	244	56	959
5632	28	-135	734
5480	65	189	861
5636	47	-474	750
5472	-42	-237	752
5672	-193	-187	773
5548	-272	-216	823
5552	190	205	766
5516	-156	276	720
5540	-150	256	949
5356	-106	225	636
5536	38	240	889
5640	94	129	800
5464	343	111	1026
5396	112	34	665
5464	-129	-128	822
5544	234	230	925
5696	186	36	748
5460	-183	-384	885
5544	-3	-237	805
5260	32	-439	703
5304	84	-231	849
5648	-45	-189	861
5496	-375	349	560
5532	53	509	837
5288	17	197	916
5640	-129	163	666
5532	120	47	777
5640	-172	181	828
5532	124	152	858
5516	85	-347	709
5652	-233	213	1066
5588	30	-4	695
5540	-122	-65	703
5492	64	-393	855
5652	-45	-405	840
5492	-284	-257	769
5544	41	-219	888
5652	-172	208	654
5532	-215	293	803
5540	-179	209	879
5704	96	297	666
5472	58	249	878
5636	-65	149	837
5480	-48	141	1061
5540	95	60	653
5404	230	14	973
5456	-355	-31	661
5672	581	135	805
5516	-330	-613	878
5552	-133	-293	712
5548	-186	-254	617
5552	225	-288	982
5700	-32	-34	755
5444	-254	312	596
5704	-117	570	825
5540	-20	243	829
5480	107	6	687
5576	-62	212	747
5660	47	272	996
5464	220	103	559
5692	200	-292	819
5528	373	142	1174
5576	27	0	717
5520	-60	-367	961
5492	-64	-113	760
5324	-6	-475	560
5604	-371	-282	1000
5608	32	43	731
5576	-77	145	701
5484	-67	383	846
5660	-115	249	847
5528	131	154	729
5520	-145	335	856
5536	-64	115	795
5304	-122	68	731
5656	320	-198	749
5528	49	220	1082
5524	47	11	558
5576	-48	-96	704
5608	27	-150	988
5480	-192	-506	652
5372	18	-402	790
5472	-7	-110	949
5264	32	92	694
5404	-273	421	656
5528	-217	424	891
5540	-59	118	727
5656	-190	4	711
5420	94	317	758
5296	259	180	1058
5572	188	-56	644
5652	48	-9	846
5532	-550	205	935
5536	74	144	641
5640	180	-689	825
5528	-127	-198	763
5552	309	-218	799
5528	-241	-381	1050
5252	-16	68	626
5248	-395	334	750
5368	15	288	835
5460	100	254	917
5340	55	203	690
5644	-133	152	840
5532	98	82	898
5584	472	165	831
5512	114	-245	761
5528	-41	342	1013
5544	185	-383	657
5352	-26	-207	853
5492	196	-162	1005
5416	91	-462	706
5472	-162	-343	649
5548	-17	-113	992
5668	-115	49	548
5476	-11	373	767
5664	163	324	817
5512	-249	135	756
5540	-101	206	727
5532	-79	312	797
5308	-117	155	848
5540	259	65	668
5628	199	6	914
5580	-120	-39	883
5496	-35	-207	665
5316	-76	-389	726
5492	69	-156	905
5304	-202	-227	668
5548	-76	-275	1003
5372	-29	-48	625
5444	-57	129	728
5304	33	318	848
5636	-124	401	842
5540	128	278	657
5512	129	11	859
5284	-258	283	935
5540	177	5	686
5400	9	-23	715
5536	194	-48	958
5480	190	-48	742
5300	63	-104	827
5644	51	-430	1026
5536	-454	-287	507
5548	-136	-217	812
5552	-34	-138	976
5664	-104	229	583
5540	-107	285	839
5528	15	400	902
5636	263	132	726
5520	-139	178	711
5536	48	260	838
5640	270	-29	829
5472	368	23	759
5636	-207	-31	1016
5548	-29	105	802
5660	-47	-146	724
5488	-43	-313	743
5492	-34	20	713
5428	-434	-233	646
5544	23	-246	1030
5528	-53	-37	650
5616	113	193	793
5512	-81	307	840
5488	-28	254	883
5308	6	192	675
5584	-57	124	854
5660	167	71	920
5456	43	-73	718
5600	82	75	818
5572	-151	213	799
5536	132	-83	656
5652	99	-467	927
5472	114	-312	934
5356	33	-293	553
5480	-298	-533	865
5372	-102	39	703
5476	-110	290	617
5540	-162	354	898
5360	-42	233	835
5480	-71	14	752
5252	126	110	841
5340	72	321	938
5640	-60	-82	633
5440	332	68	852
5284	-99	18	1086
5648	218	-138	737
5536	55	-250	717
5644	2	16	913
5532	-18	-251	667
5488	25	-552	864
5648	-134	54	852
5480	-146	118	653
5360	141	349	775
5516	-422	453	747
5536	53	284	813
5636	28	166	732
5468	-93	240	853
5308	129	108	862
5688	289	11	763
5460	86	-96	848
5592	194	119	731
5520	112	33	683
5284	-16	-349	961
5664	-56	-368	834
5496	123	-375	699
5528	-174	-450	960
5372	-65	63	747
5604	-97	397	640
5480	-248	450	835
5540	-130	192	788
5532	132	79	732
5284	2	260	734
5236	16	330	1115
5348	79	-96	542
5596	188	199	1003
5568	-1	71	1075
5608	-46	-42	625
5436	106	-655	839
5352	-343	-185	796
5556	463	-229	649
5528	-257	-710	1013
5608	74	76	692
5576	-12	296	765
5484	-62	307	947
5312	-115	310	792
5532	20	95	819
5404	225	88	802
5464	59	60	937
5576	359	139	704
5520	219	-91	869
5300	-61	-213	913
5664	332	189	721
5520	67	-259	675
5644	149	-263	970
5536	37	-247	667
5472	-2	-665	824
5256	67	-179	724
5296	-194	154	894
5540	-172	523	667
5356	-225	443	767
5532	44	190	821
5644	-22	20	744
5420	0	289	766
5412	158	295	921
5520	188	-109	585
5528	176	209	817
5512	265	287	1001
5404	82	-11	718
5588	-87	-546	913
5500	-162	-337	744
5544	64	-546	651
5652	-123	-480	951
5548	13	38	766
5576	-163	475	596
5540	-143	589	967
5532	-218	337	767
5540	208	-97	823
5300	-141	262	747
5532	7	162	1059
5292	205	-45	564
5652	303	272	1081
5572	-158	89	876
5484	316	-174	644
5528	308	-388	908
5356	57	-38	830
5596	126	-552	728
5528	-52	-277	817
5496	-130	192	705
5360	-74	282	737
5480	-5	281	898
5248	-282	516	687
5360	108	193	837
5520	66	136	729
5636	307	245	1058
5576	174	111	706
5512	138	84	867
5640	-218	-121	848
5544	331	-37	619
5476	-438	-443	682
5376	56	-205	983
5472	142	-405	665
5528	-31	-622	943
5324	49	-31	734
5592	-175	210	820
5536	45	331	716
5640	-299	387	723
5532	34	288	808
5640	64	-65	827
5588	1	302	943
5420	-4	271	707
5244	133	79	784
5284	186	-161	849
5352	395	198	926
5520	-100	-355	665
5548	81	-518	1008
5528	-158	-357	590
5380	70	-758	842
5472	-220	-235	873
5372	-130	287	709
5540	-126	524	725
5532	95	399	938
5644	108	150	734
5516	306	106	841
5512	-94	277	783
5664	-135	379	861
5532	76	-156	608
5652	237	143	987
5516	82	151	990
5468	-22	-283	585
5316	108	-94	766
5648	15	-281	825
5480	170	-900	878
5528	-373	-109	730
5372	-4	371	669
5600	-157	301	845
5532	-259	291	853
5532	-95	363	726
5664	-234	245	821
5532	142	217	760
5520	-28	382	837
5652	696	-284	700
5536	287	353	1065
5572	124	141	927
5520	-151	-282	610
5548	89	-86	789
5588	407	-350	897
5536	-1	-816	833
5256	153	-73	783
5300	-403	83	702
5652	-146	361	899
5532	-305	381	658
5536	124	437	733
5520	-11	77	892
5244	-44	204	673
5308	136	424	957
5696	-135	-74	676
5488	161	212	942
5520	-120	-334	743
5548	97	-362	723
5300	277	145	957
5512	-99	-477	838
5324	-140	-668	730
5548	-313	-237	678
5556	-16	-198	931
5316	-97	235	863
5656	1	629	556
5416	-115	287	906
5360	-7	-37	905
5548	-156	295	733
5540	2	190	1081
5640	182	478	655
5516	-82	162	839
5656	165	-185	827
5528	8	-77	894
5544	97	-299	859
5644	-129	-475	788
5556	122	-690	813
5524	-246	-352	825
5552	122	-279	918
5532	-134	398	675
5532	-66	749	624
5316	-146	378	937
5532	141	19	837
5284	-108	341	714
5540	201	374	1123
5392	101	273	623
5516	174	31	830
5640	-37	36	848
5420	80	27	868
5400	-107	-181	777
